Symbol,Description,EntrezID,Chromosome,logFC,AveExpr,P,P (adj.),,,,,,,,,,,
CLDN16,claudin 16,10686,3,-0.5814,0.3195,0.003814,0.06205,,,,,,,,,,,
ACAD11,acyl-CoA dehydrogenase family member 11,84129,3,-0.2081,1.034,0.003797,0.0619,,,,,,,,,,,
ZNF555,zinc finger protein 555,148254,19,-0.1968,3.401,0.003775,0.06169,,,,,,,,,,,
MMP13,matrix metallopeptidase 13,4322,11,-1.093,2.966,0.003775,0.06169,,,,,,,,,,,
UBE2V1,ubiquitin conjugating enzyme E2 variant 1,7335,20,-0.03095,2.764,0.003771,0.06169,,,,,,,,,,,
CYP2U1,cytochrome P450 family 2 subfamily U member 1,113612,4,-0.2597,1.9,0.003763,0.06168,,,,,,,,,,,
FBN1,fibrillin 1,2200,15,-0.5271,9.252,0.003709,0.06107,,,,,,,,,,,
COL4A2,collagen type IV alpha 2,1284,13,-0.343,8.324,0.003705,0.06105,,,,,,,,,,,
LPP,LIM domain containing preferred translocation partner in lipoma,4026,3,-0.1843,6.991,0.0037,0.06105,,,,,,,,,,,
NA,NA,NA,NA,-0.6489,-1.377,0.003688,0.06094,,,,,,,,,,,
COX7A1,cytochrome c oxidase subunit 7A1,1346,19,-0.4012,0.3843,0.003685,0.06094,,,,,,,,,,,
MMP19,matrix metallopeptidase 19,4327,12,-0.5136,2.267,0.003684,0.06094,,,,,,,,,,,
C1RL,complement C1r subcomponent like,51279,12,-0.2403,3.361,0.003683,0.06094,,,,,,,,,,,
PCOLCE,procollagen C-endopeptidase enhancer,5118,7,-0.4358,4.683,0.003678,0.06094,,,,,,,,,,,
NA,NA,NA,NA,-0.1279,-0.5827,0.003658,0.06087,,,,,,,,,,,
DAZAP2,DAZ associated protein 2,9802,12,-0.1024,6.137,0.003649,0.06079,,,,,,,,,,,
SERPINH1,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)",871,11,-0.271,7.408,0.003646,0.06078,,,,,,,,,,,
UTRN,utrophin,7402,6,-0.2707,8.61,0.003631,0.06062,,,,,,,,,,,
C16orf45,chromosome 16 open reading frame 45,89927,16,-0.4001,2.24,0.003621,0.06048,,,,,,,,,,,
CYP2E1,cytochrome P450 family 2 subfamily E member 1,1571,10,-0.444,-0.02441,0.003618,0.06047,,,,,,,,,,,
MCTP2,"multiple C2 domains, transmembrane 2",55784,15,-0.3703,5.36,0.003611,0.06047,,,,,,,,,,,
IGF1R,insulin like growth factor 1 receptor,3480,15,-0.2422,7.749,0.003595,0.06025,,,,,,,,,,,
REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit",5980,6,-0.1566,7.118,0.003566,0.05989,,,,,,,,,,,
KLHL4,kelch like family member 4,56062,X,-0.6806,-0.2178,0.003517,0.05927,,,,,,,,,,,
CAMK1G,calcium/calmodulin dependent protein kinase IG,57172,1,-0.5232,-1.222,0.003514,0.05927,,,,,,,,,,,
CCDC60,coiled-coil domain containing 60,160777,12,-0.9068,-2.844,0.003495,0.0591,,,,,,,,,,,
SECISBP2L,SECIS binding protein 2 like,9728,15,-0.1432,6.644,0.003472,0.05882,,,,,,,,,,,
SAMD14,sterile alpha motif domain containing 14,201191,17,-0.3521,-0.2292,0.00346,0.05869,,,,,,,,,,,
GLS,glutaminase,2744,2,-0.2146,6.906,0.003455,0.05864,,,,,,,,,,,
SCARNA11,small Cajal body-specific RNA 11,677780,12,-0.2842,1.105,0.003454,0.05864,,,,,,,,,,,
CCDC82,coiled-coil domain containing 82,79780,11,-0.1023,5.746,0.003451,0.05864,,,,,,,,,,,
C8orf89,chromosome 8 open reading frame 89,100130301,8,-0.5149,-4.302,0.003428,0.05837,,,,,,,,,,,
MIR100HG,mir-100-let-7a-2 cluster host gene,399959,11,-0.5194,-4.497,0.003418,0.05824,,,,,,,,,,,
LRRC49,leucine rich repeat containing 49,54839,15,-0.2612,3.21,0.003415,0.05824,,,,,,,,,,,
PRSS1,"protease, serine 1",5644,7,-1.418,-0.8974,0.003414,0.05824,,,,,,,,,,,
RAMP2,receptor (G protein-coupled) activity modifying protein 2,10266,17,-0.2433,1.788,0.003414,0.05824,,,,,,,,,,,
DGKG,diacylglycerol kinase gamma,1608,3,-0.4486,0.7937,0.003388,0.05811,,,,,,,,,,,
PDGFRB,platelet derived growth factor receptor beta,5159,5,-0.3997,6.193,0.003377,0.05804,,,,,,,,,,,
ADGRE3,adhesion G protein-coupled receptor E3,84658,19,-0.5873,0.3658,0.003376,0.05804,,,,,,,,,,,
C8orf48,chromosome 8 open reading frame 48,157773,8,-0.4112,-1.541,0.00337,0.05799,,,,,,,,,,,
ARPP19,cAMP regulated phosphoprotein 19kDa,10776,15,-0.09947,5.721,0.003363,0.0579,,,,,,,,,,,
UVRAG,UV radiation resistance associated,7405,11,-0.1343,5.881,0.003335,0.05762,,,,,,,,,,,
ZNF697,zinc finger protein 697,90874,1,-0.235,2.543,0.00333,0.05757,,,,,,,,,,,
EFEMP2,EGF containing fibulin-like extracellular matrix protein 2,30008,11,-0.341,5.702,0.003322,0.0575,,,,,,,,,,,
DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,11080,1,-0.1939,4.285,0.003301,0.05729,,,,,,,,,,,
CYTL1,cytokine like 1,54360,4,-0.5692,-1.486,0.003257,0.05664,,,,,,,,,,,
NA,NA,NA,NA,-0.4348,-5.675,0.003256,0.05664,,,,,,,,,,,
KCTD10,potassium channel tetramerization domain containing 10,83892,12,-0.1055,4.902,0.003254,0.05664,,,,,,,,,,,
KRCC1,lysine-rich coiled-coil 1,51315,2,-0.2425,4.773,0.003245,0.05664,,,,,,,,,,,
NLRP1,"NLR family, pyrin domain containing 1",22861,17,-0.3476,5.512,0.003211,0.05632,,,,,,,,,,,
NRG2,neuregulin 2,9542,5,-0.6762,-1.034,0.003208,0.05631,,,,,,,,,,,
SLC4A5,solute carrier family 4 member 5,57835,2,-0.3503,2.575,0.003206,0.05631,,,,,,,,,,,
MFGE8,milk fat globule-EGF factor 8 protein,4240,15,-0.3435,5.408,0.003185,0.05609,,,,,,,,,,,
GRP,gastrin releasing peptide,2922,18,-0.8882,-3.091,0.003173,0.05596,,,,,,,,,,,
TLL1,tolloid like 1,7092,4,-0.5327,2.486,0.00317,0.05594,,,,,,,,,,,
ZRSR2,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2",8233,X,-0.1108,4.822,0.003165,0.05593,,,,,,,,,,,
PXDN,peroxidasin,7837,2,-0.4675,6.705,0.003126,0.05553,,,,,,,,,,,
PROCR,protein C receptor,10544,20,-0.3674,3.987,0.003116,0.05546,,,,,,,,,,,
CHSY1,chondroitin sulfate synthase 1,22856,15,-0.2273,7.577,0.003115,0.05546,,,,,,,,,,,
PLPP3,phospholipid phosphatase 3,8613,1,-0.2895,4.333,0.0031,0.05534,,,,,,,,,,,
TMEM132D,transmembrane protein 132D,121256,12,-0.5918,-5.37,0.00308,0.05517,,,,,,,,,,,
SLC22A15,solute carrier family 22 member 15,55356,1,-0.2149,3.058,0.00307,0.05507,,,,,,,,,,,
CEP112,centrosomal protein 112kDa,201134,17,-0.3225,4.269,0.003069,0.05507,,,,,,,,,,,
TPST1,tyrosylprotein sulfotransferase 1,8460,7,-0.1822,4.737,0.003063,0.05507,,,,,,,,,,,
CNPY4,canopy FGF signaling regulator 4,245812,7,-0.1949,2.172,0.003044,0.05482,,,,,,,,,,,
KCNJ8,potassium voltage-gated channel subfamily J member 8,3764,12,-0.4497,2.154,0.00303,0.05468,,,,,,,,,,,
LZTS1,"leucine zipper, putative tumor suppressor 1",11178,8,-0.4161,0.7899,0.003015,0.05452,,,,,,,,,,,
SYNE1,"spectrin repeat containing, nuclear envelope 1",23345,6,-0.3434,8.772,0.003013,0.05452,,,,,,,,,,,
MATR3,matrin 3,9782,5,-0.05673,9.675,0.002996,0.0543,,,,,,,,,,,
ZHX3,zinc fingers and homeoboxes 3,23051,20,-0.1339,3.908,0.002982,0.05411,,,,,,,,,,,
HEXA,hexosaminidase subunit alpha,3073,15,-0.1643,7.789,0.00298,0.05411,,,,,,,,,,,
CBLB,"Cbl proto-oncogene B, E3 ubiquitin protein ligase",868,3,-0.1738,7.189,0.002972,0.054,,,,,,,,,,,
SLC38A6,solute carrier family 38 member 6,145389,14,-0.1526,3.995,0.002971,0.054,,,,,,,,,,,
GLI2,GLI family zinc finger 2,2736,2,-0.5078,2.681,0.002958,0.05395,,,,,,,,,,,
SERPINF2,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2",5345,17,-0.5031,0.7728,0.002915,0.05348,,,,,,,,,,,
IL1R2,interleukin 1 receptor type 2,7850,2,-0.5826,1.806,0.00291,0.05343,,,,,,,,,,,
NUCB2,nucleobindin 2,4925,11,-0.1795,5.404,0.002909,0.05343,,,,,,,,,,,
EFCAB2,EF-hand calcium binding domain 2,84288,1,-0.2271,2.453,0.002889,0.0532,,,,,,,,,,,
TCEAL9,transcription elongation factor A like 9,51186,X,-0.2814,6.126,0.002876,0.053,,,,,,,,,,,
RHOBTB3,Rho related BTB domain containing 3,22836,5,-0.367,5.899,0.002803,0.0519,,,,,,,,,,,
NA,NA,NA,NA,-0.2748,5.484,0.002782,0.05174,,,,,,,,,,,
MAP6,microtubule associated protein 6,4135,11,-0.5177,1.313,0.002777,0.05168,,,,,,,,,,,
DPY19L1P1,DPY19L1 pseudogene 1,100129460,7,-0.2503,1.189,0.002775,0.05168,,,,,,,,,,,
WWTR1,WW domain containing transcription regulator 1,25937,3,-0.3249,4.107,0.002774,0.05168,,,,,,,,,,,
NPHP1,nephronophthisis 1 (juvenile),4867,2,-0.2919,3.32,0.002768,0.05168,,,,,,,,,,,
LOXHD1,lipoxygenase homology domains 1,125336,18,-0.5959,0.7106,0.002755,0.05149,,,,,,,,,,,
NA,NA,NA,NA,-0.6345,-0.8552,0.002754,0.05149,,,,,,,,,,,
DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding),8847,13,-0.2107,-1.165,0.002747,0.05141,,,,,,,,,,,
LPAR4,lysophosphatidic acid receptor 4,2846,X,-0.4874,-2.248,0.002739,0.0513,,,,,,,,,,,
NWD1,NACHT and WD repeat domain containing 1,284434,19,-0.8352,-1.259,0.002729,0.05121,,,,,,,,,,,
NAT8,N-acetyltransferase 8 (putative),9027,2,-0.8573,-4.803,0.00272,0.05113,,,,,,,,,,,
LOC101928663,uncharacterized LOC101928663,101928663,6,-0.4825,-5.313,0.002708,0.05093,,,,,,,,,,,
HSPG2,heparan sulfate proteoglycan 2,3339,1,-0.311,9.541,0.002704,0.05093,,,,,,,,,,,
NPR2,natriuretic peptide receptor 2,4882,9,-0.2585,5.004,0.002701,0.05091,,,,,,,,,,,
RB1,retinoblastoma 1,5925,13,-0.1967,7.387,0.002686,0.05069,,,,,,,,,,,
ST18,"suppression of tumorigenicity 18, zinc finger",9705,8,-0.6634,-0.9775,0.002673,0.0505,,,,,,,,,,,
LARP6,La ribonucleoprotein domain family member 6,55323,15,-0.3958,1.842,0.002669,0.05047,,,,,,,,,,,
PAX8,paired box 8,7849,2,-1.38,-0.711,0.002665,0.05047,,,,,,,,,,,
KRBA2,KRAB-A domain containing 2,124751,17,-0.2503,2.072,0.002657,0.05046,,,,,,,,,,,
TSPAN18,tetraspanin 18,90139,11,-0.4354,1.943,0.002654,0.05046,,,,,,,,,,,
TM4SF18,transmembrane 4 L six family member 18,116441,3,-0.3465,1.076,0.00265,0.05046,,,,,,,,,,,
FNIP1,folliculin interacting protein 1,96459,5,-0.08078,6.397,0.002637,0.05037,,,,,,,,,,,
ZNF546,zinc finger protein 546,339327,19,-0.2281,2.776,0.002636,0.05037,,,,,,,,,,,
DACT2,dishevelled-binding antagonist of beta-catenin 2,168002,6,-0.781,-3.33,0.002635,0.05037,,,,,,,,,,,
SEPT15,15 kDa selenoprotein,9403,1,-0.1128,5.445,0.002623,0.05023,,,,,,,,,,,
BHMT2,betaine--homocysteine S-methyltransferase 2,23743,5,-0.6127,-0.03316,0.002615,0.05012,,,,,,,,,,,
ZDHHC17,zinc finger DHHC-type containing 17,23390,12,-0.07792,5.126,0.002615,0.05012,,,,,,,,,,,
LTF,lactotransferrin,4057,3,-1.12,1.275,0.002604,0.05005,,,,,,,,,,,
NA,NA,NA,NA,-0.5368,1.017,0.002591,0.04984,,,,,,,,,,,
FMOD,fibromodulin,2331,1,-0.4848,3.539,0.002585,0.0498,,,,,,,,,,,
VEZT,"vezatin, adherens junctions transmembrane protein",55591,12,-0.08669,6.518,0.002574,0.04965,,,,,,,,,,,
FGF1,fibroblast growth factor 1,2246,5,-0.5313,-1.318,0.002571,0.04964,,,,,,,,,,,
NDP,Norrie disease (pseudoglioma),4693,X,-0.777,-2.633,0.002568,0.04961,,,,,,,,,,,
SERPINF1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1",5176,17,-0.5441,6.532,0.002568,0.04961,,,,,,,,,,,
BGN,biglycan,633,X,-0.5516,7.707,0.002555,0.04952,,,,,,,,,,,
PAPLN,"papilin, proteoglycan-like sulfated glycoprotein",89932,14,-0.5329,2.27,0.002545,0.0494,,,,,,,,,,,
ZNF483,zinc finger protein 483,158399,9,-0.3497,2.733,0.002538,0.04935,,,,,,,,,,,
ZNF770,zinc finger protein 770,54989,15,-0.1159,5.482,0.002513,0.04905,,,,,,,,,,,
ZFP28,ZFP28 zinc finger protein,140612,19,-0.3954,2.798,0.0025,0.04887,,,,,,,,,,,
CD34,CD34 molecule,947,1,-0.2915,4.366,0.002484,0.04863,,,,,,,,,,,
SGCD,sarcoglycan delta,6444,5,-0.6754,0.7696,0.002467,0.04841,,,,,,,,,,,
DAAM2,dishevelled associated activator of morphogenesis 2,23500,6,-0.352,4.322,0.002459,0.04832,,,,,,,,,,,
ZFAND3,zinc finger AN1-type containing 3,60685,6,-0.08,5.865,0.00245,0.04822,,,,,,,,,,,
IRAK3,interleukin 1 receptor associated kinase 3,11213,12,-0.3864,3.775,0.002442,0.04818,,,,,,,,,,,
DMGDH,dimethylglycine dehydrogenase,29958,5,-0.5653,0.4582,0.00244,0.04817,,,,,,,,,,,
COL13A1,collagen type XIII alpha 1,1305,10,-0.3905,1.093,0.002439,0.04817,,,,,,,,,,,
IFT52,intraflagellar transport 52,51098,20,-0.1483,5.091,0.002426,0.04805,,,,,,,,,,,
ANGPTL1,angiopoietin like 1,9068,1,-0.9064,-0.3234,0.00242,0.04795,,,,,,,,,,,
ARHGEF6,Rac/Cdc42 guanine nucleotide exchange factor 6,9459,X,-0.3161,5.985,0.002419,0.04795,,,,,,,,,,,
THADA,thyroid adenoma associated,63892,2,-0.1001,6.779,0.002408,0.04785,,,,,,,,,,,
CLEC4G,C-type lectin domain family 4 member G,339390,19,-0.7866,-2.872,0.002407,0.04785,,,,,,,,,,,
FZD4,frizzled class receptor 4,8322,11,-0.3665,5.297,0.002381,0.04746,,,,,,,,,,,
PARP16,poly(ADP-ribose) polymerase family member 16,54956,15,-0.1638,2.966,0.002376,0.04744,,,,,,,,,,,
CFAP97,cilia and flagella associated protein 97,57587,4,-0.1041,5.481,0.002372,0.04741,,,,,,,,,,,
SEC31A,"SEC31 homolog A, COPII coat complex component",22872,4,-0.09657,8.03,0.002363,0.0473,,,,,,,,,,,
RHBDD1,rhomboid domain containing 1,84236,2,-0.1231,4.404,0.002328,0.04666,,,,,,,,,,,
CCDC36,coiled-coil domain containing 36,339834,3,-0.3671,-0.03209,0.002323,0.0466,,,,,,,,,,,
CXorf36,chromosome X open reading frame 36,79742,X,-0.2911,2.04,0.00232,0.0466,,,,,,,,,,,
RILPL2,Rab interacting lysosomal protein like 2,196383,12,-0.2537,3.328,0.002316,0.04657,,,,,,,,,,,
FILIP1,filamin A interacting protein 1,27145,6,-0.3689,2.677,0.002313,0.04655,,,,,,,,,,,
PLEKHG2,pleckstrin homology and RhoGEF domain containing G2,64857,19,-0.2185,5.413,0.002308,0.04655,,,,,,,,,,,
FILIP1L,filamin A interacting protein 1-like,11259,3,-0.342,5.253,0.002297,0.04651,,,,,,,,,,,
SNORD97,"small nucleolar RNA, C/D box 97",692223,11,-0.3633,6.602,0.002293,0.04645,,,,,,,,,,,
SLC6A1,solute carrier family 6 member 1,6529,3,-0.4126,0.7871,0.002287,0.04641,,,,,,,,,,,
JAKMIP3,Janus kinase and microtubule interacting protein 3,282973,10,-0.5248,0.264,0.002287,0.04641,,,,,,,,,,,
TGFB1,transforming growth factor beta 1,7040,19,-0.3418,5.431,0.002268,0.04616,,,,,,,,,,,
GABPB1,GA binding protein transcription factor beta subunit 1,2553,15,-0.08111,4.099,0.002258,0.04603,,,,,,,,,,,
ATP2B4,ATPase plasma membrane Ca2+ transporting 4,493,1,-0.3079,7.762,0.002251,0.04593,,,,,,,,,,,
BPI,bactericidal/permeability-increasing protein,671,20,-0.6958,-2.75,0.00224,0.0458,,,,,,,,,,,
C7,complement component 7,730,5,-1.131,3.989,0.002239,0.0458,,,,,,,,,,,
RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,50484,8,-0.245,5.387,0.002237,0.0458,,,,,,,,,,,
ATF2,activating transcription factor 2,1386,2,-0.1143,5.748,0.002227,0.04575,,,,,,,,,,,
PELI2,pellino E3 ubiquitin protein ligase family member 2,57161,14,-0.4208,2.505,0.002225,0.04575,,,,,,,,,,,
STAC2,SH3 and cysteine rich domain 2,342667,17,-1.038,-3.079,0.002222,0.04575,,,,,,,,,,,
PROX1,prospero homeobox 1,5629,1,-0.7012,0.6743,0.002217,0.04572,,,,,,,,,,,
FUT11,"fucosyltransferase 11 (alpha (1,3) fucosyltransferase)",170384,10,-0.1624,3.98,0.002207,0.04558,,,,,,,,,,,
RNF212,ring finger protein 212,285498,4,-0.6694,-1.756,0.002194,0.04546,,,,,,,,,,,
BBS9,Bardet-Biedl syndrome 9,27241,7,-0.1387,6.506,0.002179,0.0453,,,,,,,,,,,
GEM,GTP binding protein overexpressed in skeletal muscle,2669,8,-0.61,2.601,0.002174,0.04523,,,,,,,,,,,
LOC101927181,uncharacterized LOC101927181,101927181,7,-0.4274,-5.228,0.002167,0.04514,,,,,,,,,,,
PDE4A,phosphodiesterase 4A,5141,19,-0.2955,3.835,0.002163,0.04511,,,,,,,,,,,
PTGIS,prostaglandin I2 (prostacyclin) synthase,5740,20,-0.8402,4.59,0.002152,0.04497,,,,,,,,,,,
JAM3,junctional adhesion molecule 3,83700,11,-0.3931,4.609,0.002143,0.04484,,,,,,,,,,,
C6,complement component 6,729,5,-0.94,-0.9882,0.002142,0.04484,,,,,,,,,,,
METRN,"meteorin, glial cell differentiation regulator",79006,16,-0.597,-4.029,0.002128,0.04474,,,,,,,,,,,
SERINC1,serine incorporator 1,57515,6,-0.1301,6.398,0.002119,0.04464,,,,,,,,,,,
AKAP13,A-kinase anchoring protein 13,11214,15,-0.1773,8.818,0.002116,0.04464,,,,,,,,,,,
LINC-PINT,"long intergenic non-protein coding RNA, p53 induced transcript",378805,7,-0.4856,-3.909,0.002111,0.04464,,,,,,,,,,,
AIDA,"axin interactor, dorsalization associated",64853,1,-0.2195,-0.673,0.002105,0.04463,,,,,,,,,,,
PPP3CB,protein phosphatase 3 catalytic subunit beta,5532,10,-0.1709,5.959,0.002104,0.04463,,,,,,,,,,,
IL1R1,interleukin 1 receptor type 1,3554,2,-0.3023,6.577,0.002098,0.0446,,,,,,,,,,,
NHS,NHS actin remodeling regulator,4810,X,-0.3074,6.728,0.002093,0.04455,,,,,,,,,,,
NA,NA,NA,NA,-0.1757,-1.228,0.00208,0.04436,,,,,,,,,,,
TM2D3,TM2 domain containing 3,80213,15,-0.1456,3.192,0.002078,0.04436,,,,,,,,,,,
NA,NA,NA,NA,-0.1943,-0.4386,0.002058,0.04405,,,,,,,,,,,
CCDC8,coiled-coil domain containing 8,83987,19,-0.6308,3.308,0.002054,0.04402,,,,,,,,,,,
ORAI2,ORAI calcium release-activated calcium modulator 2,80228,7,-0.2533,2.116,0.002051,0.04402,,,,,,,,,,,
HP,haptoglobin,3240,16,-1.27,-0.2785,0.002046,0.04397,,,,,,,,,,,
NFATC3,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",4775,16,-0.09196,6.624,0.002044,0.04397,,,,,,,,,,,
PWAR5,Prader Willi/Angelman region RNA 5,8123,15,-0.4082,2.723,0.002026,0.04377,,,,,,,,,,,
SLC12A6,solute carrier family 12 member 6,9990,15,-0.2148,7.27,0.002019,0.04369,,,,,,,,,,,
ROBO4,roundabout guidance receptor 4,54538,11,-0.3217,2.267,0.002018,0.04369,,,,,,,,,,,
ZNF280D,zinc finger protein 280D,54816,15,-0.1413,6.237,0.002013,0.04365,,,,,,,,,,,
CFHR1,complement factor H related 1,3078,1,-0.8187,-0.6618,0.001997,0.04354,,,,,,,,,,,
SLC7A2,solute carrier family 7 member 2,6542,8,-0.575,4.019,0.001975,0.04334,,,,,,,,,,,
TPT1,"tumor protein, translationally-controlled 1",7178,13,-0.1776,10.03,0.001969,0.04327,,,,,,,,,,,
STK32B,serine/threonine kinase 32B,55351,4,-0.4935,-0.3225,0.001961,0.04313,,,,,,,,,,,
SLC27A1,solute carrier family 27 member 1,376497,19,-0.2032,3.307,0.001956,0.04312,,,,,,,,,,,
TERF2IP,TERF2 interacting protein,54386,16,-0.1197,4.589,0.001946,0.04296,,,,,,,,,,,
ASPN,asporin,54829,9,-0.639,3.547,0.00194,0.04288,,,,,,,,,,,
LEPR,leptin receptor,3953,1,-0.347,4.896,0.001935,0.04283,,,,,,,,,,,
ZNF106,zinc finger protein 106,64397,15,-0.08579,7.097,0.001932,0.04281,,,,,,,,,,,
EIF3J,eukaryotic translation initiation factor 3 subunit J,8669,15,-0.06415,4.971,0.00192,0.04264,,,,,,,,,,,
TRIQK,triple QxxK/R motif containing,286144,8,-0.1943,3.246,0.001918,0.04264,,,,,,,,,,,
AMN1,antagonist of mitotic exit network 1 homolog,196394,12,-0.2303,3.614,0.001917,0.04264,,,,,,,,,,,
ITGA10,integrin subunit alpha 10,8515,1,-0.3924,2.289,0.0019,0.04234,,,,,,,,,,,
SESN1,sestrin 1,27244,6,-0.2127,4.446,0.001898,0.04233,,,,,,,,,,,
DKK3,dickkopf WNT signaling pathway inhibitor 3,27122,11,-0.3835,4.752,0.001895,0.04231,,,,,,,,,,,
HCFC2,host cell factor C2,29915,12,-0.1304,4.92,0.001884,0.04227,,,,,,,,,,,
ADGRL4,adhesion G protein-coupled receptor L4,64123,1,-0.2746,4.275,0.001883,0.04227,,,,,,,,,,,
PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,5573,17,-0.1016,9.499,0.001878,0.04224,,,,,,,,,,,
COL4A1,collagen type IV alpha 1,1282,13,-0.3652,9.786,0.001878,0.04224,,,,,,,,,,,
ADAMTSL3,ADAMTS like 3,57188,15,-0.6814,2.493,0.001856,0.04194,,,,,,,,,,,
PDE2A,phosphodiesterase 2A,5138,11,-0.4,2.518,0.001849,0.04186,,,,,,,,,,,
SNORD8,"small nucleolar RNA, C/D box 8",319103,14,-0.4629,1.979,0.00183,0.04155,,,,,,,,,,,
NA,NA,NA,NA,-0.2315,1.716,0.001827,0.04152,,,,,,,,,,,
CCDC88A,coiled-coil domain containing 88A,55704,2,-0.3779,6.797,0.001825,0.04152,,,,,,,,,,,
DET1,de-etiolated homolog 1 (Arabidopsis),55070,15,-0.1664,2.104,0.001818,0.04152,,,,,,,,,,,
GFRA2,GDNF family receptor alpha 2,2675,8,-0.572,-1.617,0.001815,0.04152,,,,,,,,,,,
CRYAB,crystallin alpha B,1410,11,-0.5809,4.217,0.001807,0.04152,,,,,,,,,,,
LOC100126784,uncharacterized LOC100126784,100126784,11,-0.6802,-3.884,0.001801,0.04143,,,,,,,,,,,
FEM1B,fem-1 homolog b (C. elegans),10116,15,-0.09725,5.941,0.001798,0.0414,,,,,,,,,,,
CD1A,CD1a molecule,909,1,-0.7672,-0.8454,0.001781,0.04105,,,,,,,,,,,
CTNNA3,catenin alpha 3,29119,10,-0.673,-0.2871,0.001778,0.04101,,,,,,,,,,,
MSRA,methionine sulfoxide reductase A,4482,8,-0.2712,2.707,0.001759,0.04073,,,,,,,,,,,
ARSE,arylsulfatase E (chondrodysplasia punctata 1),415,X,-0.6933,0.6271,0.001749,0.04056,,,,,,,,,,,
ITGA1,integrin subunit alpha 1,3672,5,-0.3111,7.213,0.001744,0.04048,,,,,,,,,,,
C21orf62,chromosome 21 open reading frame 62,56245,21,-0.784,-5.025,0.001735,0.04038,,,,,,,,,,,
MAMDC2,MAM domain containing 2,256691,9,-0.6548,1.63,0.001713,0.03995,,,,,,,,,,,
BICD1,bicaudal D homolog 1 (Drosophila),636,12,-0.2651,5.161,0.001709,0.03987,,,,,,,,,,,
DST,dystonin,667,6,-0.2991,10.45,0.001703,0.03982,,,,,,,,,,,
SEPT4,septin 4,5414,17,-0.3251,2.84,0.001703,0.03982,,,,,,,,,,,
ABCA9,ATP binding cassette subfamily A member 9,10350,17,-0.6865,4.034,0.001692,0.0397,,,,,,,,,,,
LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,3955,7,-0.4702,2.662,0.001678,0.03957,,,,,,,,,,,
NPHP3,nephronophthisis 3 (adolescent),27031,3,-0.1725,1.987,0.001672,0.03951,,,,,,,,,,,
PLB1,phospholipase B1,151056,2,-0.4525,3.838,0.001668,0.03951,,,,,,,,,,,
FCGRT,Fc fragment of IgG receptor and transporter,2217,19,-0.2809,4.168,0.001664,0.03946,,,,,,,,,,,
TLE3,transducin like enhancer of split 3,7090,15,-0.2559,5.223,0.001657,0.03933,,,,,,,,,,,
MLH3,mutL homolog 3,27030,14,-0.1274,7.302,0.001656,0.03933,,,,,,,,,,,
RPS27L,ribosomal protein S27 like,51065,15,-0.2347,4.141,0.001652,0.03932,,,,,,,,,,,
CKAP4,cytoskeleton-associated protein 4,10970,12,-0.2773,6.044,0.001644,0.03921,,,,,,,,,,,
NA,NA,NA,NA,-0.2881,1.495,0.001643,0.03921,,,,,,,,,,,
POM121L9P,"POM121 transmembrane nucleoporin like 9, pseudogene",29774,22,-0.7569,-1.809,0.001642,0.03921,,,,,,,,,,,
FAM105A,family with sequence similarity 105 member A,54491,5,-0.3467,3.389,0.001637,0.03917,,,,,,,,,,,
TTN-AS1,TTN antisense RNA 1,100506866,2,-0.3079,4.481,0.00163,0.03909,,,,,,,,,,,
ERG,v-ets avian erythroblastosis virus E26 oncogene homolog,2078,21,-0.4067,2.807,0.001629,0.03909,,,,,,,,,,,
CA5B,"carbonic anhydrase VB, mitochondrial",11238,X,-0.1751,3.013,0.001605,0.0387,,,,,,,,,,,
NPR1,natriuretic peptide receptor 1,4881,1,-0.4159,2.257,0.001598,0.03862,,,,,,,,,,,
COL4A6,collagen type IV alpha 6,1288,X,-0.8924,3.575,0.001595,0.03862,,,,,,,,,,,
TMEM217,transmembrane protein 217,221468,6,-0.3016,-1.273,0.001594,0.03862,,,,,,,,,,,
BLID,"BH3-like motif containing, cell death inducer",414899,11,-0.6491,-2.268,0.001591,0.03861,,,,,,,,,,,
C2orf71,chromosome 2 open reading frame 71,388939,2,-0.7081,-5.015,0.001591,0.03861,,,,,,,,,,,
TGFB1I1,transforming growth factor beta 1 induced transcript 1,7041,16,-0.3409,3.607,0.00159,0.03861,,,,,,,,,,,
TIMP1,TIMP metallopeptidase inhibitor 1,7076,X,-0.5033,6.49,0.001582,0.03859,,,,,,,,,,,
RASA3,RAS p21 protein activator 3,22821,13,-0.4292,5.257,0.001567,0.03834,,,,,,,,,,,
LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,10894,11,-0.662,2.053,0.001563,0.03828,,,,,,,,,,,
